MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
Phyto,2/13/2018,9:15,STTD,62.5,2,3.20%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,386,781,0.65,,,c,BSA.YOLO-34,DK,High sediment and moderate detritus. Ciliates observed.,sphere,0.27,0.38,0.18,0.11,0.11,0.18,0.18,0.27,0.27,0.38,Length,0.7,0.8,0.9,0.7,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1.0,0.9,0.6,0.6,0.7,0.8,0.7,0.8,0.6,0.7,0.8,0.9,0.6,0.7,0.8
Phyto,2/13/2018,9:15,STTD,62.5,2,3.20%,0.0697,314.159,0.348732495,5,450.43,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,1,8,2.48,,,c,BSA.YOLO-34,DK,High sediment and moderate detritus. Ciliates observed.,sphere,7.99,,,,,,,,,,Length,2.5,2.4,2.4,2.8,2.4,2.4,,,,,,,,,,,,,,,,,,,,
Phyto,2/28/2018,12:19,LIS,63.5,2,3.15%,0.0697,314.159,0.348732495,5,450.43,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,2,2,10.2,,,i,BSA.YOLO-35,DK,High sediment and low detritus.,elliptic prism,67.69,,,,,,,,,,Length,10.2,11.7,8.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width ,3.3,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.6,2.8,2.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/28/2018,12:19,LIS,63.5,2,3.15%,0.0697,314.159,0.348732495,5,450.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,8.7,,,i,BSA.YOLO-35,DK,High sediment and low detritus.,cylinder,370.95,,,,,,,,,,Length,6.2,8.3,2.8,9.3,4.3,6.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.7,10.2,4.6,10.2,7.4,11.1,,,,,,,,,,,,,,,,,,,,
Phyto,2/28/2018,12:19,LIS,63.5,2,3.15%,0.0697,314.159,0.348732495,5,450.43,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,32.1,,,i,BSA.YOLO-35,DK,High sediment and low detritus.,prism on parallelogram,308.16,,,,,,,,,,Length,32.1,36.4,27.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.8,5.0,4.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.0,4.3,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/28/2018,12:19,LIS,63.5,2,3.15%,0.0697,314.159,0.348732495,5,450.43,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,62,62,3.7,,,i,BSA.YOLO-35,DK,High sediment and low detritus.,sphere,26.52,,,,,,,,,,Length,3.7,3.7,3.7,3.7,4.6,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,2/28/2018,12:19,LIS,63.5,2,3.15%,0.0697,314.159,0.348732495,5,450.43,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,14.8,,,i,BSA.YOLO-35,DK,High sediment and low detritus.,2 cones,6.28,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/28/2018,12:19,LIS,63.5,2,3.15%,0.0697,314.159,0.348732495,5,450.43,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,7.4,,,i,BSA.YOLO-35,DK,High sediment and low detritus.,2 cones,6.55,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/28/2018,12:19,LIS,63.5,2,3.15%,0.0697,314.159,0.348732495,5,450.43,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,4,4,6.4,,,i,BSA.YOLO-35,DK,High sediment and low detritus.,prolate spheroid,109.83,,,,,,,,,,Length,6.4,7.4,6.5,5.6,6.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.7,6.1,6.1,4.6,6.1,,,,,,,,,,,,,,,,,,,,,
Phyto,2/28/2018,12:19,LIS,63.5,2,3.15%,0.0697,314.159,0.348732495,5,450.43,1325,cf. Ochromonas spp.,Soft Body,Ochromonas,spp.,,4,4,8.25,,,i,BSA.YOLO-35,DK,High sediment and low detritus.,cone + half sphere,272.63,,,,,,,,,,Length,8.3,6.5,13.5,7.4,5.6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.1,5.0,12.0,5.6,5.6,,,,,,,,,,,,,,,,,,,,,
Phyto,2/28/2018,12:19,LIS,63.5,2,3.15%,0.0697,314.159,0.348732495,5,450.43,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,22.2,,,i,BSA.YOLO-35,DK,High sediment and low detritus.,prolate spheroid,1116.36,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.8,9.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/28/2018,12:19,LIS,63.5,2,3.15%,0.0697,314.159,0.348732495,5,450.43,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,8,,,i,BSA.YOLO-35,DK,High sediment and low detritus.,cone + half sphere,196.04,,,,,,,,,,Length,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/28/2018,12:19,LIS,63.5,2,3.15%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,324,648,1,0.9,0.9,c,BSA.YOLO-35,DK,High sediment and low detritus.,sphere,0.11,0.11,0.18,0.27,0.18,0.27,0.38,0.38,0.11,0.27,Length,0.7,0.6,0.6,0.7,0.8,0.7,0.8,0.9,0.9,0.6,0.8,0.7,0.8,1.0,0.9,0.6,0.7,0.8,0.8,0.7,0.7,0.6,0.7,0.8,0.9,0.6
Phyto,3/28/2018,9:30,STTD,62.5,2,3.20%,0.0697,314.159,0.348732495,5,450.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,8.066666667,,,i,BSA.YOLO-36,DK,High sediment and low detritus. ,cylinder,316.86,,,,,,,,,,Length,6.2,7.8,6.5,4.3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.1,13.0,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,9:30,STTD,62.5,2,3.20%,0.0697,314.159,0.348732495,5,450.43,1860,Skeletonema cf. potamos,Diatom,Skeletonema,potamos,,3,3,8.633333333,,,c,BSA.YOLO-36,DK,High sediment and low detritus. ,cylinder + 2 half spheres,92.83,,,,,,,,,,Length,8.6,8.3,7.4,10.2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,9:30,STTD,62.5,2,3.20%,0.0697,314.159,0.348732495,5,450.43,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,48,48,3.5,,,i,BSA.YOLO-36,DK,High sediment and low detritus. ,sphere,22.45,,,,,,,,,,Length,3.5,3.1,4.6,2.4,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,9:30,STTD,62.5,2,3.20%,0.0697,314.159,0.348732495,5,450.43,1140,Monoraphidium tortile,Soft Body,Monoraphidium,tortile,,1,1,13,,,i,BSA.YOLO-36,DK,High sediment and low detritus. ,2 cones,5.51,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,9:30,STTD,62.5,2,3.20%,0.0697,314.159,0.348732495,5,450.43,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,7,7,6.12,,,i,BSA.YOLO-36,DK,High sediment and low detritus. ,cone + half sphere,95.70,,,,,,,,,,Length,6.1,6.1,5.6,5.6,6.8,6.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.6,2.8,3.7,3.7,4.3,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,9:30,STTD,62.5,2,3.20%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,342,686,1,0.9,0.9,c,BSA.YOLO-36,DK,High sediment and low detritus. ,sphere,0.18,0.18,0.11,0.11,0.27,0.38,0.27,0.11,0.18,0.52,Length,0.7,0.7,0.7,0.6,0.6,0.8,0.9,0.8,0.6,0.7,1.0,0.7,0.6,0.8,0.9,0.7,0.6,0.8,0.8,0.6,0.6,0.7,0.8,0.8,0.7,0.8
Phyto,3/28/2018,9:30,STTD,62.5,2,3.20%,0.0697,314.159,0.348732495,5,450.43,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,14,1.42,,,f,BSA.YOLO-36,DK,High sediment and low detritus. ,cylinder,0.90,,,,,,,,,,Length,1.4,1.3,1.9,1.3,1.3,1.3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,9:40,SHER,63.0,4,6.35%,0.0697,314.159,0.488225493,7,160.87,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,9.3,,,i,BSA.YOLO-37,DK,Low sediment and detritus. ,cylinder,258.13,,,,,,,,,,Length,3.8,3.7,2.8,3.1,5.6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.0,4.6,4.3,5.6,9.3,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,9:40,SHER,63.0,4,6.35%,0.0697,314.159,0.488225493,7,160.87,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,18.8,,,i,BSA.YOLO-37,DK, Fragment. Low sediment and detritus.,elliptic prism,244.74,,,,,,,,,,Length,18.8,13.5,24.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.1,5.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.3,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,9:40,SHER,63.0,4,6.35%,0.0697,314.159,0.488225493,7,160.87,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,,2,2,9.8,,,i,BSA.YOLO-37,DK,Low sediment and detritus. ,prism on parallelogram,35.70,,,,,,,,,,Length,9.8,9.8,9.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.4,1.9,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,9:40,SHER,63.0,4,6.35%,0.0697,314.159,0.488225493,7,160.87,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,44,44,3.14,,,i,BSA.YOLO-37,DK,Low sediment and detritus. ,sphere,16.21,,,,,,,,,,Length,3.1,3.7,2.8,2.4,3.7,3.1,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,9:40,SHER,63.0,4,6.35%,0.0697,314.159,0.488225493,7,160.87,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,4,4,25.475,,,i,BSA.YOLO-37,DK,Low sediment and detritus. ,2 cones,16.14,,,,,,,,,,Length,25.5,25.9,20.4,24.1,31.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.1,1.3,0.9,0.9,1.3,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,9:40,SHER,63.0,4,6.35%,0.0697,314.159,0.488225493,7,160.87,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,7.7,,,i,BSA.YOLO-37,DK,Low sediment and detritus. ,cone + half sphere,191.70,,,,,,,,,,Length,7.7,8.0,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.7,3.7,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,9:40,SHER,63.0,4,6.35%,0.0697,314.159,0.488225493,7,160.87,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,355,711,1,0.9,0.9,c,BSA.YOLO-37,DK,Low sediment and detritus. ,sphere,0.18,0.27,0.11,0.11,0.18,0.27,0.38,0.38,0.18,0.11,Length,0.8,0.7,0.8,0.6,0.6,0.7,0.8,0.9,0.9,0.7,0.6,0.9,0.8,0.7,0.9,1.0,0.6,0.7,0.8,0.9,0.7,0.8,0.6,0.6,0.8,0.7
Phyto,3/14/2018,12:20,LIS,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.YOLO-38,DK,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,cylinder,162.48,,,,,,,,,,Length,4.6,4.6,3.7,5.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.7,7.4,6.1,6.5,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2018,12:20,LIS,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,2,2,73.1,,,i,BSA.YOLO-38,DK,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,prism on parallelogram,231.29,,,,,,,,,,Length,70.3,67.5,73.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,1.9,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.4,1.9,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2018,12:20,LIS,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,31.5,,,i,BSA.YOLO-38,DK,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,prism on parallelogram,268.07,,,,,,,,,,Length,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2018,12:20,LIS,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,49,49,3.7,,,i,BSA.YOLO-38,DK,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,sphere,26.52,,,,,,,,,,Length,3.5,4.3,3.1,3.7,2.8,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2018,12:20,LIS,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,3,3,22.2,,,i,BSA.YOLO-38,DK,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,2 cones,10.29,,,,,,,,,,Length,18.5,16.7,22.2,16.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.0,0.9,0.9,1.3,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2018,12:20,LIS,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,1,1,8.3,,,i,BSA.YOLO-38,DK,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,prolate spheroid,161.71,,,,,,,,,,Length,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2018,12:20,LIS,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,20.4,,,i,BSA.YOLO-38,DK,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,prolate spheroid,923.83,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2018,12:20,LIS,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,4,4,6.1,,,i,BSA.YOLO-38,DK,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,cone + half sphere,68.63,,,,,,,,,,Length,5.5,6.1,5.6,4.6,5.6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,3.7,2.8,2.8,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2018,12:20,LIS,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,377,759,0.65,,,c,BSA.YOLO-38,DK,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,sphere,0.18,0.18,0.27,0.11,0.27,0.11,0.38,0.38,0.18,0.11,Length,0.8,0.7,0.7,0.8,0.6,0.8,0.6,0.9,0.9,0.7,0.6,0.8,0.7,0.9,0.6,0.7,1.0,0.8,0.8,1.0,0.6,0.7,0.8,0.7,0.6,0.8
Phyto,3/28/2018,12:14,LIS,61.0,1,1.64%,0.0697,314.159,0.488225493,7,643.47,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,6.55,,,i,BSA.YOLO-39,DK,Low sediment and detritus.,cylinder,111.20,,,,,,,,,,Length,3.3,4.6,2.4,3.1,3.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.6,8.3,4.6,6.8,6.5,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,12:14,LIS,61.0,1,1.64%,0.0697,314.159,0.488225493,7,643.47,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,22.8,,,i,BSA.YOLO-39,DK,Low sediment and detritus. ,elliptic prism,502.47,,,,,,,,,,Length,22.8,22.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth ,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,12:14,LIS,61.0,1,1.64%,0.0697,314.159,0.488225493,7,643.47,631,Navicula sp. ,Diatom,Navicula,sp.,,1,1,22.2,,,i,BSA.YOLO-39,DK,Fragment. Low sediment and detritus. ,elliptic prism,722.54,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth ,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,12:14,LIS,61.0,1,1.64%,0.0697,314.159,0.488225493,7,643.47,895,cf. Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,7.4,,,i,BSA.YOLO-39,DK,Low sediment and detritus.,cylinder + 2 half spheres,79.57,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,12:14,LIS,61.0,1,1.64%,0.0697,314.159,0.488225493,7,643.47,1031,cf. Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,13,,,i,BSA.YOLO-39,DK,Low sediment and detritus.,sphere,316.38,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,12:14,LIS,61.0,1,1.64%,0.0697,314.159,0.488225493,7,643.47,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,37,37,3.82,,,i,BSA.YOLO-39,DK,Low sediment and detritus.,sphere,29.19,,,,,,,,,,Length,3.8,3.7,3.7,4.3,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,12:14,LIS,61.0,1,1.64%,0.0697,314.159,0.488225493,7,643.47,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,2,2,18.5,,,i,BSA.YOLO-39,DK,Low sediment and detritus.,2 cones,18.99,,,,,,,,,,Length,18.5,22.2,14.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.4,1.9,0.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,12:14,LIS,61.0,1,1.64%,0.0697,314.159,0.488225493,7,643.47,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,1,1,6.5,,,i,BSA.YOLO-39,DK,Low sediment and detritus.,prolate spheroid,143.79,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,12:14,LIS,61.0,1,1.64%,0.0697,314.159,0.488225493,7,643.47,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,2,2,5.55,,,i,BSA.YOLO-39,DK,Low sediment and detritus.,cone + half sphere,88.30,,,,,,,,,,Length,5.6,4.3,6.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.4,4.3,6.5,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2018,12:14,LIS,61.0,1,1.64%,0.0697,314.159,0.488225493,7,643.47,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,350,702,1,1,0.9,c,BSA.YOLO-39,DK,Low sediment and detritus.,sphere,0.38,0.27,0.27,0.11,0.18,0.38,0.11,0.18,0.11,0.52,Length,0.8,0.9,0.8,0.8,0.6,0.7,0.9,0.6,0.7,0.6,1.0,0.7,0.8,0.8,0.9,0.7,0.8,1.0,0.8,0.9,0.7,0.6,0.7,0.6,0.7,0.7
Phyto,3/29/2018,8:57,SHR,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,3,3,10.2,,,i,BSA.YOLO-40,DK,Moderate sediment and low detritus.,elliptic prism,75.70,,,,,,,,,,Length,10.2,14.8,7.4,8.3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.5,3.7,3.7,3.1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.7,2.8,2.8,2.4,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2018,8:57,SHR,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,14.8,,,i,BSA.YOLO-40,DK,Moderate sediment and low detritus.,elliptic prism,299.43,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2018,8:57,SHR,62.0,2,3.23%,0.0697,314.159,0.488225493,7,321.74,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,8.5,,,i,BSA.YOLO-40,DK,Moderate sediment and low detritus.,cylinder,334.80,,,,,,,,,,Length,5.9,6.5,10.2,3.7,3.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.5,5.6,17.6,5.6,5.0,,,,,,,,,,,,,,,,,,,,,
