Date,SamplePeriod,Year,WYType,FlowPulseType,NetFlowDays,Month,StationCode,Region,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,Classification,Organism,Phylum,Class,Order,Family,Genus,Species,TaxonName,Taxlife,TaxonRank,CommonName,LifeStage,CPUEZoop,BPUE
10/7/2014,After,2014,C,NF,15,Oct,LIB,Downstream,21.2,1.12,194,NA,6.64,9.32,5.3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,22.04872929,37.04186522
10/1/2019,After,2019,W,MA-Ag,26,Oct,RCS,Upstream,19.6,0.21,516,575,7.64,7.27,28.3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,322.1210255,541.1633228
8/21/2018,Before,2018,BN,MA-Ag,30,Aug,RD22,Upstream,23,0.39,838,873,7.81,7.07,17.2,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,17.70512962,29.74461777
11/1/2018,After,2018,BN,MA-Ag,30,Nov,RYI,Downstream,16.3,2,132,159,7.55,8.8,4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,100.521175,168.875574
8/21/2019,Before,2019,W,MA-Ag,26,Aug,BL5,Downstream,21.6,1.1,148,158,8.24,8.09,8.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,17.0676044,28.67357539
8/17/2017,Before,2017,W,CA,12,Aug,I80,Upstream,23,0.13,620,644,8.19,5.74,92,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,3240.983461,5444.852215
10/25/2018,After,2018,BN,MA-Ag,30,Oct,RD22,Upstream,16,0.3,679,820,7.58,5.7,23,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,213.8933313,359.3407965
8/31/2016,After,2016,BN,MA-SR,19,Aug,I80,Upstream,21.56,0.2,684,732,7.94,5.49,58.3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,660.4456831,1109.548748
10/13/2015,After,2015,C,NF,42,Oct,RVB,Downstream,18.43,2.1,187,213,7.32,8.46,2.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,6.033554207,10.13637107
8/7/2019,Before,2019,W,MA-Ag,26,Aug,BL5,Downstream,23,0.9,144,149,7.84,7.86,7.3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,4.655375904,7.821031519
9/4/2019,During,2019,W,MA-Ag,26,Sep,BL5,Downstream,22.8,1.4,215,225,8.04,7.55,4.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,6.273471127,10.53943149
9/13/2016,After,2016,BN,MA-SR,19,Sep,BL5,Downstream,17,0.52,156,184,8.62,9.69,17.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,44.63036827,74.97901869
10/28/2015,After,2015,C,NF,42,Oct,RD22,Upstream,17.34,0.25,1018,1193,8.59,9.64,46.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,591.5277024,993.76654
8/16/2017,Before,2017,W,CA,12,Aug,RVB,Downstream,22.2,1.5,119,126,7.81,8.24,1.8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,150.3265723,252.5486414
9/17/2019,During,2019,W,MA-Ag,26,Sep,LIS,Transition,21.6,0.28,562,601,7.52,5.24,27.8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,656.8102207,1103.441171
11/10/2015,After,2015,C,NF,42,Nov,STTD,Transition,12.68,0.55,193,258,7.78,9.67,19.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,20.9398236,35.17890365
7/19/2016,During,2016,BN,MA-SR,19,Jul,RYI,Downstream,20.7,0.74,117,128,7.73,8.64,16.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,148.9698176,250.2692936
10/2/2019,After,2019,W,MA-Ag,26,Oct,LIB,Downstream,17.5,1.6,133,155,7.65,8.79,7.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,12.41013759,20.84903115
10/2/2015,After,2015,C,NF,42,Oct,LIS,Transition,19.79,0.28,634,705,7.83,6.1,40.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,573.5183072,963.5107561
11/8/2018,After,2018,BN,MA-Ag,30,Nov,STTD,Transition,14.4,0.52,174,218,8.29,9.07,16.2,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,129.7601815,217.9971049
9/2/2015,During,2015,C,NF,42,Sep,I80,Upstream,22.98,0.41,636,662,7.56,3.18,42.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,115.2381979,193.6001725
10/19/2017,After,2017,W,CA,12,Oct,RYI,Downstream,15.6,1.9,106,130,7.64,9.21,4.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,27.97509948,46.99816712
7/8/2016,Before,2016,BN,MA-SR,19,Jul,I80,Upstream,21.55,0.18,822,880,8.77,10.26,87.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,1769.035072,2971.978921
9/16/2015,During,2015,C,NF,42,Sep,RD22,Upstream,20.74,0.2,578,629,7.73,3.37,33.3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,247.8718147,416.4246488
10/13/2015,After,2015,C,NF,42,Oct,LIB,Downstream,17.96,2.6,196,227,7.56,8.8,2.3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,15.22415605,25.57658216
8/30/2018,During,2018,BN,MA-Ag,30,Aug,BL5,Downstream,19.8,1.15,164,182,8.06,8.43,9.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,46.8234833,78.66345195
8/20/2019,Before,2019,W,MA-Ag,26,Aug,RMB,Upstream,24.2,0.22,529,538,7.71,5.12,34.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,120.885864,203.0882516
8/30/2017,During,2017,W,CA,12,Aug,RYI,Downstream,22.6,2,133,139,7.67,8,1.3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,53.83580989,90.44416062
9/2/2015,During,2015,C,NF,42,Sep,RCS,Upstream,22.86,0.34,578,603,7.07,NA,29.8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,186.0891081,312.6297017
9/24/2014,After,2014,C,NF,15,Sep,RVB,Downstream,22.2,1.2,208,NA,7.63,8.4,6.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,15.87113213,26.66350198
7/26/2018,Before,2018,BN,MA-Ag,30,Jul,STTD,Transition,25.1,0.28,177,177,8.51,7.92,19.3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,10.22432895,17.17687263
7/19/2016,During,2016,BN,MA-SR,19,Jul,LIS,Transition,23.13,0.3,614,637,8.12,5.99,36.6,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,2105.139401,3536.634195
10/2/2019,After,2019,W,MA-Ag,26,Oct,BL5,Downstream,17.5,1.5,154,180,7.76,8.6,8.6,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,46.41601125,77.9788989
9/4/2019,During,2019,W,MA-Ag,26,Sep,RVB,Downstream,22.2,1.3,131,139,7.46,7.81,5.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,4.477273577,7.52181961
9/15/2015,During,2015,C,NF,42,Sep,BL5,Downstream,20.27,0.6,358,397,8.05,8.32,17.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,201.6388964,338.7533459
8/16/2017,Before,2017,W,CA,12,Aug,LIS,Transition,22.4,0.18,317,333,8.28,7.54,45.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,1280.879953,2151.878321
8/6/2019,Before,2019,W,MA-Ag,26,Aug,LIS,Transition,25.1,0.21,527,526,7.98,5.31,49.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,1727.329719,2901.913929
8/8/2018,Before,2018,BN,MA-Ag,30,Aug,RYI,Downstream,21.1,1.5,140,152,7.68,8.22,3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,74.5057491,125.1696585
9/18/2018,During,2018,BN,MA-Ag,30,Sep,RCS,Upstream,19.9,0.4,528,584,7.72,6.08,17.7,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,251.7114814,422.8752887
8/2/2016,After,2016,BN,MA-SR,19,Aug,STTD,Transition,23.7,0.3,NA,479,7.7,7.16,45.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,3514.275636,5903.983068
8/6/2019,Before,2019,W,MA-Ag,26,Aug,I80,Upstream,24.4,0.13,687,695,8.12,6.59,79.6,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,5793.038163,9732.304114
9/19/2018,During,2018,BN,MA-Ag,30,Sep,BL5,Downstream,19.2,1.6,266.5,296.2,8.71,8.83,9.2,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,486.2597995,816.9164632
6/30/2016,Before,2016,BN,MA-SR,19,Jun,RVB,Downstream,23.34,1,124,128,7.56,9.19,8.8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,586.1239189,984.6881838
9/13/2017,During,2017,W,CA,12,Sep,I80,Upstream,24.7,0.2,728,732,8,5.25,47.2,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,2903.69994,4878.215899
9/18/2019,During,2019,W,MA-Ag,26,Sep,RVB,Downstream,20.1,1.7,143,158,7.32,8.11,5.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,35.7750242,60.10204066
10/15/2019,After,2019,W,MA-Ag,26,Oct,RMB,Upstream,15.6,0.39,455,554,7.51,7.35,17.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,1667.331959,2801.117692
9/17/2019,During,2019,W,MA-Ag,26,Sep,RMB,Upstream,21.4,0.29,489,525,7.56,5.3,23.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,227.9630424,382.9779112
9/18/2019,During,2019,W,MA-Ag,26,Sep,STTD,Transition,21.8,0.3,569,606,7.79,6.03,27.6,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,318.1390479,534.4736005
9/24/2014,After,2014,C,NF,15,Sep,STTD,Transition,21.3,0.24,340,NA,7.97,7.84,48,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,314.8138269,528.8872292
8/20/2014,Before,2014,C,NF,15,Aug,RCS,Upstream,24.6,0.23,601,NA,7.76,4.96,38,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,88.86744599,149.2973093
8/2/2016,After,2016,BN,MA-SR,19,Aug,RYI,Downstream,21.6,0.84,NA,147,8.2,8.91,12.7,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,409.7622268,688.4005411
10/25/2018,After,2018,BN,MA-Ag,30,Oct,BL5,Downstream,16.4,2.1,152,182,8.7,9.5,4.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,106.3130846,178.6059822
9/5/2018,During,2018,BN,MA-Ag,30,Sep,RYI,Downstream,21.2,1.9,164,177,7.77,8.2,3.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,400.8304164,673.3950996
9/5/2018,During,2018,BN,MA-Ag,30,Sep,RVB,Downstream,21.3,2,163,176,7.7,8.12,3.2,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,21.85818472,36.72175033
8/2/2017,Before,2017,W,CA,12,Aug,STTD,Transition,24.9,0.2,202,202,7.89,7.09,23.3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,86.91157599,146.0114477
9/16/2015,During,2015,C,NF,42,Sep,RCS,Upstream,21.15,0.36,554,598,7.6,4.64,22.3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,274.1484688,460.5694276
9/17/2019,During,2019,W,MA-Ag,26,Sep,I80,Upstream,21.4,0.26,496,533,7.39,5.53,34,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,34.43543895,57.85153744
7/26/2018,Before,2018,BN,MA-Ag,30,Jul,LIB,Downstream,22.1,1.1,136,144,7.87,9,3.7,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,67.08606109,112.7045826
8/7/2018,Before,2018,BN,MA-Ag,30,Aug,RD22,Upstream,23.6,0.34,829,852,7.78,5.72,16.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,28.3282074,47.59138843
11/5/2014,After,2014,C,NF,15,Nov,STTD,Transition,15,0.15,237,NA,7.77,8.77,55.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,158.0815145,265.5769444
10/1/2019,After,2019,W,MA-Ag,26,Oct,RMB,Upstream,19.2,0.28,512,575,7.59,7.07,32.6,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,2206.488987,3706.901498
10/19/2017,After,2017,W,CA,12,Oct,STTD,Transition,15.9,0.62,131,159,7.82,9.59,9.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,63.2326058,106.2307777
10/2/2015,After,2015,C,NF,42,Oct,I80,Upstream,19.42,0.28,631,707,7.96,5.06,30.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,6558.88095,11018.92
8/21/2019,Before,2019,W,MA-Ag,26,Aug,LIB,Downstream,21.7,1.2,133,142,7.87,8.61,5.7,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,45.30430227,76.11122782
10/2/2019,After,2019,W,MA-Ag,26,Oct,STTD,Transition,17.8,0.5,292,338,8.46,8.72,16.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,13.58525376,22.82322631
10/14/2015,After,2015,C,NF,42,Oct,I80,Upstream,21.11,0.25,823,889,8.06,4.76,36.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,599.9320852,1007.885903
8/6/2014,Before,2014,C,NF,15,Aug,I80,Upstream,23,0.15,1036,NA,7.86,3.96,66.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,660.991506,1110.46573
9/16/2015,During,2015,C,NF,42,Sep,I80,Upstream,21.06,0.29,587,635,7.72,4.3,27,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,247.9257116,416.5151955
8/30/2016,After,2016,BN,MA-SR,19,Aug,RYI,Downstream,20.31,1.35,148,162,7.82,9.27,5.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,18.90227362,31.75581968
10/10/2018,After,2018,BN,MA-Ag,30,Oct,STTD,Transition,18.2,0.9,191,220,8.36,8.48,6.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,46.53010939,78.17058377
8/16/2016,After,2016,BN,MA-SR,19,Aug,LIS,Transition,23.04,0.21,308,320,7.91,6.86,59.8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,973.3921485,1635.298809
8/21/2014,Before,2014,C,NF,15,Aug,RVB,Downstream,22.5,0.95,191,NA,7.46,8.4,7.58,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,6.445260147,10.82803705
9/13/2017,During,2017,W,CA,12,Sep,LIS,Transition,25.1,0.17,690,688,8.25,6.11,30.2,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,213.117301,358.0370657
10/15/2019,After,2019,W,MA-Ag,26,Oct,I80,Upstream,16.9,0.26,606,718,8.37,14.21,31.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,968.8458563,1627.661039
9/15/2015,During,2015,C,NF,42,Sep,RVB,Downstream,22.17,1.4,282,291,7.6,7.61,5.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,157.4037375,264.438279
10/15/2019,After,2019,W,MA-Ag,26,Oct,RD22,Upstream,17,0.25,715,843,7.66,6.78,45.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,686.9996485,1154.159409
9/2/2015,During,2015,C,NF,42,Sep,LIS,Transition,22.99,0.3,653,679,7.62,5.18,34.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,1483.902509,2492.956215
9/14/2016,After,2016,BN,MA-SR,19,Sep,I80,Upstream,19.62,0.22,651,762,7.9,7.27,48.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,486.1954537,816.8083622
8/16/2016,After,2016,BN,MA-SR,19,Aug,LIB,Downstream,21.62,0.8,140,149,8.08,9.94,9.2,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,745.7498316,1252.859717
9/27/2018,After,2018,BN,MA-Ag,30,Sep,RYI,Downstream,19.7,2.2,149,166,7.44,8.28,2.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,67.2026895,112.9005184
8/18/2015,Before,2015,C,NF,42,Aug,BL5,Downstream,23.53,0.53,191,196,7.8,7.84,15.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,19.64897461,33.01027735
8/2/2018,Before,2018,BN,MA-Ag,30,Aug,BL5,Downstream,21.3,0.7,146,157,8.13,7.96,10,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,17.31835307,29.09483316
8/22/2018,Before,2018,BN,MA-Ag,30,Aug,STTD,Transition,22.3,0.5,176,186,8.09,7.99,15.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,14.65252107,24.61623539
7/20/2017,Before,2017,W,CA,12,Jul,I80,Upstream,25.4,NA,782,777,8.19,6.4,76.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,13025.91679,21883.54022
8/7/2019,Before,2019,W,MA-Ag,26,Aug,RVB,Downstream,22.8,1.2,127,133,7.42,7.69,8.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,7.314084887,12.28766261
10/2/2019,After,2019,W,MA-Ag,26,Oct,RYI,Downstream,17.5,1.7,123,144,7.57,8.64,7.6,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,32.64878587,54.84996026
8/22/2018,Before,2018,BN,MA-Ag,30,Aug,LIB,Downstream,20.3,1.2,149,164,7.97,8.32,6,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,101.9853414,171.3353736
