,Taxlife,Date,Year,Month,DateTime,Time,StationCode,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,FlowMeterSpeed,StartMeter,EndMeter,VolMeso,SubMeso,VolMicro,SubMicro,Subsample,OrganismID,Classification,Organism,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Genus,Species,TaxonName,TaxonRank,CommonName,LifeStage,Count,CPUEZoop,WYType,FlowPulseType,NetFlowDays,SamplePeriod,CarbonWeight,BPUE
3402,Diaphanosoma sp. NA,8/31/2016,2016,8,8/31/2016 4:23,8:23:00,RD22,21.86,0.24,774,824,7.61,5.81,48.8,Low,952518,953000,85,6,85,28,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,30,78.05684741,BN,MA-SR,19,After,1,78.05684741
3403,Diaphanosoma sp. NA,8/16/2017,2017,8,8/16/2017 6:55,10:55:00,STTD,22.6,0.3,185,194,8.05,7.34,29.1,Low,3517,5300,112,0.5,112,0.01,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,4,44.4862483,W,CA,12,Before,1,44.4862483
3404,Diaphanosoma sp. NA,9/3/2019,2019,9,9/3/2019 11:18,11:18:00,LIS,24.4,0.22,533,540,7.86,4.51,39.5,Low,926687,928200,90,1.1,90,4,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,25,119.67957,W,MA-Ag,26,During,1,119.67957
3405,Diaphanosoma sp. NA,7/20/2017,2017,7,7/20/2017 5:17,9:17:00,RCS,26.2,NA,680,665,7.83,4.02,43.7,Low,990890,991680,50,0.6,50,0.6,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,11,102.7196339,W,CA,12,Before,1,102.7196339
3406,Diaphanosoma sp. NA,9/3/2019,2019,9,9/3/2019 9:24,9:24:00,RMB,23.4,0.19,495,511,7.72,5.05,39.4,Low,928616,930000,221,1.4,221,1.4,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,10.09711408,W,MA-Ag,26,During,1,10.09711408
3407,Diaphanosoma sp. NA,8/17/2015,2015,8,8/17/2015 4:59,8:59:00,SHR,24.51,2.6,147,149,7.5,7.76,2.4,Low,614365,617000,62,50,62,62,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,3,0.124977386,C,NF,42,Before,1,0.124977386
3408,Diaphanosoma sp. NA,6/13/2016,2016,6,6/13/2016 4:53,8:53:00,SHR,20.1,1.2,93,102,6.98,9.54,9.4,Regular,0,4680,78,3,78,3,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,2.106838465,BN,MA-SR,19,Before,1,2.106838465
3409,Diaphanosoma sp. NA,9/18/2019,2019,9,9/18/2019 10:57,10:57:00,BL5,20.6,1.1,286,312,8.13,7.81,8.7,Low,801233,804410,97,0.7,97,0.7,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,19,73.36335693,W,MA-Ag,26,During,1,73.36335693
3410,Diaphanosoma sp. NA,10/1/2019,2019,10,10/1/2019 12:29,12:29:00,RD22,18.9,0.25,553,626,7.59,6.87,24.9,Low,917081,917775,64,6,64,28,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,7,9.524373285,W,MA-Ag,26,After,1,9.524373285
3411,Diaphanosoma sp. NA,10/27/2015,2015,10,10/27/2015 6:55,10:55:00,BL5,18.8,0.8,204,231,8.17,8.6,9,Low,985519,988000,81,1,81,4,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,8,23.12157194,C,NF,42,After,1,23.12157194
3412,Diaphanosoma sp. NA,10/21/2014,2014,10,10/21/2014 7:39,11:39:00,LIS,18.7,NA,260,NA,8.02,6.24,65.1,Low,732809,734000,1000,1,200,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,4,59.46307178,C,NF,15,After,1,59.46307178
3413,Diaphanosoma sp. NA,8/7/2019,2019,8,8/7/2019 9:36,9:36:00,RVB,22.8,1.2,127,133,7.42,7.69,8.1,Low,996490,1000000,58,0.2,58,3.1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,7.314084887,W,MA-Ag,26,Before,1,7.314084887
3414,Diaphanosoma sp. NA,9/10/2014,2014,9,9/10/2014 5:15,9:15:00,STTD,20.4,0.2,204,NA,7.35,7.8,47.23,Low,780404,782300,2000,1,1500,1,2,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,15,700.3611402,C,NF,15,During,1,700.3611402
3415,Diaphanosoma sp. NA,9/27/2018,2018,9,9/27/2018 8:24,12:24:00,STTD,21.9,0.41,530,563,8.13,7.89,16.5,Low,640579,641542,35,0.5,35,0.9,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,6.434886156,BN,MA-Ag,30,After,1,6.434886156
3416,Diaphanosoma sp. NA,10/10/2018,2018,10,10/10/2018 9:38,13:38:00,RYI,18.3,1.67,141,162,7.72,8.16,3.1,Low,892608,896381,83,0.3,83,1.4,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,6.491411603,BN,MA-Ag,30,After,1,6.491411603
3417,Diaphanosoma sp. NA,9/1/2015,2015,9,9/1/2015 8:50,12:50:00,RYI,23.17,1.7,197,204,7.55,7.47,4.7,Low,575386,576000,44,0.1,44,0.9,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,63.4385752,C,NF,42,During,1,63.4385752
3418,Diaphanosoma sp. NA,10/27/2015,2015,10,10/27/2015 7:32,11:32:00,LIB,19.11,1.2,185,208,7.84,8.33,3,Low,982658,985000,109,0.1,109,0.4,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,41.20109157,C,NF,42,After,1,41.20109157
3419,Diaphanosoma sp. NA,9/4/2018,2018,9,9/4/2018 12:30,16:30:00,I80,23.2,0.37,519,537,7.67,5.25,22.1,Low,954366,956610,110,1.9,110,1.9,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,14,31.9752083,BN,MA-Ag,30,During,1,31.9752083
3420,Diaphanosoma sp. NA,9/19/2018,2018,9,9/19/2018 6:42,10:42:00,LIB,19.3,1.6,186.8,209.9,8.28,8.89,6.9,Low,661199,664300,86,0.15,86,1.15,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,16.36720571,BN,MA-Ag,30,During,1,16.36720571
3421,Diaphanosoma sp. NA,8/2/2017,2017,8,8/2/2017 6:32,10:32:00,STTD,24.9,0.2,202,202,7.89,7.09,23.3,Low,24287,25000,70,0.3,70,0.3,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,28.97052533,W,CA,12,Before,1,28.97052533
3422,Diaphanosoma sp. NA,8/2/2017,2017,8,8/2/2017 8:25,12:25:00,LIB,23.2,1.6,132,137,7.92,7.78,4,Low,17855,20000,78,5,78,6.5,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,0.643822895,W,CA,12,Before,1,0.643822895
3423,Diaphanosoma sp. NA,9/15/2015,2015,9,9/15/2015 8:28,12:28:00,RYI,21.61,1.5,255,272,7.75,7.57,4.3,Low,971400,973700,170,0.2,170,0.3,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,65.43200078,C,NF,42,During,1,65.43200078
3424,Diaphanosoma sp. NA,9/5/2013,2013,9,9/5/2013 7:00,11:00:00,STTD,22.3,0.18,771,NA,8.08,8.37,49.4,Low,933094,934000,1400,1,350,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,6,164.1535197,D,NF,42,During,1,164.1535197
3425,Diaphanosoma sp. NA,8/2/2016,2016,8,8/2/2016 5:15,9:15:00,LIS,22.92,0.28,420,438,7.71,5.61,39.4,Low,961317,962680,63,0.2,63,0.2,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,9,184.1307501,BN,MA-SR,19,After,1,184.1307501
3426,Diaphanosoma sp. NA,9/1/2015,2015,9,9/1/2015 8:25,12:25:00,LIB,23.1,2,196,204,7.74,8.12,3.7,Low,575945,579000,108,0.2,108,2.7,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,3,46.94322421,C,NF,42,During,1,46.94322421
3427,Diaphanosoma sp. NA,8/16/2016,2016,8,8/16/2016 4:38,8:38:00,LIS,23.04,0.21,308,320,7.91,6.86,59.8,Low,957865,959000,78,0.05,78,0.1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,5,608.3700928,BN,MA-SR,19,After,1,608.3700928
3428,Diaphanosoma sp. NA,9/6/2018,2018,9,9/6/2018 5:26,9:26:00,SHR,19.9,1.3,140,155,7.59,8.54,5.7,Low,682887,686000,70,2.2,70,3.4,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,4,3.619306351,BN,MA-Ag,30,During,1,3.619306351
3429,Diaphanosoma sp. NA,9/13/2017,2017,9,9/13/2017 9:06,13:06:00,LIS,25.1,0.17,690,688,8.25,6.11,30.2,Low,966590,967265,65,1,65,1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,9,76.72222837,W,CA,12,During,1,76.72222837
3430,Diaphanosoma sp. NA,10/3/2017,2017,10,10/3/2017 5:48,9:48:00,SHR,16,1.01,81,98,7.81,9.64,1.2,Low,928534,930600,89,2.5,89,2.5,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,1.525417751,W,CA,12,After,1,1.525417751
3431,Diaphanosoma sp. NA,8/3/2017,2017,8,8/3/2017 6:00,10:00:00,RD22,26.6,0.26,723,702,7.97,7.14,33.8,Low,982222,983250,80,1.2,80,11.15,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,61,350.1987377,W,CA,12,Before,1,350.1987377
3432,Diaphanosoma sp. NA,10/14/2015,2015,10,10/14/2015 4:43,8:43:00,RCS,20.64,0.25,671,732,8.13,7.14,31.1,Low,992889,994000,64,0.8,64,3.8,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,32,203.9834916,C,NF,42,After,1,203.9834916
3433,Diaphanosoma sp. NA,9/21/2012,2012,9,9/21/2012 3:13,7:13:00,SHR,18.9,0.98,143,NA,7.76,9.54,17.8,Low,988754,990000,175,1,175,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,7,17.40672856,BN,CA,38,During,1,17.40672856
3434,Diaphanosoma sp. NA,6/1/2016,2016,6,6/1/2016 4:49,8:49:00,STTD,24.19,0.17,339,344,7.92,6.84,61.3,Regular,0,148,60,1,60,7,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,76.87113317,BN,MA-SR,19,Before,1,76.87113317
3435,Diaphanosoma sp. NA,10/23/2014,2014,10,10/23/2014 7:40,11:40:00,RYI,18.9,0.2,186,NA,6.65,8.08,5.9,Low,717147,721000,2000,1,200,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,9.190308655,C,NF,15,After,1,9.190308655
3436,Diaphanosoma sp. NA,8/3/2017,2017,8,8/3/2017 4:50,8:50:00,RCS,27.2,0.26,623,599,7.8,4.28,37,Low,983261,984250,64,1.7,64,1.9,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,6.739596122,W,CA,12,Before,1,6.739596122
3437,Diaphanosoma sp. NA,9/13/2017,2017,9,9/13/2017 6:55,10:55:00,STTD,24.1,0.2,188,191,7.78,6.95,20.5,Low,951497,953000,89,0.1,89,0.3,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,13,681.4649027,W,CA,12,During,1,681.4649027
3438,Diaphanosoma sp. NA,10/10/2018,2018,10,10/10/2018 8:57,12:57:00,LIB,18.3,1.87,148,170,8.03,8.94,2.1,Low,621734,625000,64,0.2,64,0.9,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,8.673670361,BN,MA-Ag,30,After,1,8.673670361
3439,Diaphanosoma sp. NA,8/18/2015,2015,8,8/18/2015 8:43,12:43:00,RYI,23.86,1.55,190,194,7.49,7.49,6.2,Low,593975,595000,67,0.2,67,3.2,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,28.9327728,C,NF,42,Before,1,28.9327728
3440,Diaphanosoma sp. NA,8/30/2017,2017,8,8/30/2017 9:46,13:46:00,RYI,22.6,2,133,139,7.67,8,1.3,Low,966739,969000,55,0.2,55,2.2,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,10.76716198,W,CA,12,During,1,10.76716198
3441,Diaphanosoma sp. NA,9/1/2015,2015,9,9/1/2015 7:50,11:50:00,BL5,22.58,0.6,225,236,8.15,7.92,20.1,Low,579277,582000,76,0.5,76,1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,4,19.766285,C,NF,42,During,1,19.766285
3442,Diaphanosoma sp. NA,10/11/2018,2018,10,10/11/2018 5:07,9:07:00,SHR,17.4,2.2,109,127,7.68,8.98,4.6,Low,619308,621700,62,4.1,62,4.1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,0.559649052,BN,MA-Ag,30,After,1,0.559649052
3443,Diaphanosoma sp. NA,10/18/2018,2018,10,10/18/2018 6:59,10:59:00,BL5,17,1.4,148,175,8.41,9.71,15.4,Low,612652,614731,73,1,73,2.1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,9,27.97563772,BN,MA-Ag,30,After,1,27.97563772
3444,Diaphanosoma sp. NA,11/13/2012,2012,11,11/13/2012 6:30,11:30:00,SHR,12,1.48,117,NA,7.9,10.83,5.3,Low,979146,980000,175,1,175,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,3.628100333,BN,CA,38,After,1,3.628100333
3445,Diaphanosoma sp. NA,6/30/2016,2016,6,6/30/2016 8:12,12:12:00,LIB,22.94,0.7,128,133,7.55,8.84,18.4,Regular,16000,19740,208,1.1,208,1.1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,5,47.93390382,BN,MA-SR,19,Before,1,47.93390382
3446,Diaphanosoma sp. NA,9/12/2016,2016,9,9/12/2016 4:30,8:30:00,SHR,18.89,1.2,130,148,7.73,9.43,NA,Low,978395,982000,64,1,64,1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,1.571606513,BN,MA-SR,19,After,1,1.571606513
3447,Diaphanosoma sp. NA,8/30/2016,2016,8,8/30/2016 8:20,12:20:00,LIB,19.87,0.75,146,162,7.95,9.46,6.3,Low,988608,990000,45,0.6,45,0.1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,9.539401737,BN,MA-SR,19,After,1,9.539401737
3448,Diaphanosoma sp. NA,10/16/2019,2019,10,10/16/2019 9:08,9:08:00,RVB,16.1,2.3,109,131,7.45,8.77,4.7,Low,747038,751000,43,0.7,43,8.3,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,2.745080312,W,MA-Ag,26,After,1,2.745080312
3449,Diaphanosoma sp. NA,8/21/2019,2019,8,8/21/2019 10:55,10:55:00,LIB,21.7,1.2,133,142,7.87,8.61,5.7,Low,939600,943000,58,0.1,58,3,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,15.10143409,W,MA-Ag,26,Before,1,15.10143409
3450,Diaphanosoma sp. NA,10/14/2015,2015,10,10/14/2015 6:35,10:35:00,RD22,20.44,0.28,774,848,7.98,5.31,34.7,Low,991906,993000,73,1.2,73,1.2,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,4.922587075,C,NF,42,After,1,4.922587075
3451,Diaphanosoma sp. NA,9/20/2018,2018,9,9/20/2018 5:45,9:45:00,SHR,18,1.7,111,128,7.7,9.06,8,Low,648252,650600,84,2.8,84,2.8,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,1.131077276,BN,MA-Ag,30,During,1,1.131077276
3452,Diaphanosoma sp. NA,8/3/2016,2016,8,8/3/2016 9:12,13:12:00,I80,24.64,0.23,492,496,7.76,5.65,50.5,Low,959744,969500,81,1,81,6,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,1.469983087,BN,MA-SR,19,After,1,1.469983087
3453,Diaphanosoma sp. NA,8/4/2015,2015,8,8/4/2015 5:40,9:40:00,RD22,23.07,0.36,1555,1615,7.5,5.9,19.7,Low,621447,622887,51,2,51,12,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,178,279.04022,C,NF,42,Before,1,279.04022
3454,Diaphanosoma sp. NA,10/19/2017,2017,10,10/19/2017 8:22,12:22:00,LIB,15.6,1.1,109,133,7.69,9.25,6.4,Low,910076,912500,89,0.3,89,0.7,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,10.83440963,W,CA,12,After,1,10.83440963
3455,Diaphanosoma sp. NA,9/19/2018,2018,9,9/19/2018 5:14,9:14:00,LIS,20,0.35,537,594,7.53,5.39,18.3,Low,948873,950270,44,1.1,44,2.1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,24,60.83365941,BN,MA-Ag,30,During,1,60.83365941
3456,Diaphanosoma sp. NA,8/16/2017,2017,8,8/16/2017 4:35,8:35:00,LIS,22.4,0.18,317,333,8.28,7.54,45.1,Low,979305,981000,109,0.12,109,0.13,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,74,3510.559871,W,CA,12,Before,1,3510.559871
